n_sim,gamma,mse,mse_se
1000,0.2,0.010623924649395246,0.003060242957031337
1000,0.5,0.017025601096947753,0.004225182973471931
1000,0.8,0.044505015915068724,0.014674955410514287
1000,2.0,0.004801564113264109,0.0008427518257899371
1000,5.0,0.0008159924051145023,8.303566829038673e-05
