n_sim,gamma,mse,mse_se
50,1.2328467394420666,0.028794323527340335,0.0070105415373077394
50,1.291549665014884,0.023944608142111218,0.006967980250247066
50,1.3530477745798075,0.01915637419375341,0.004703645051937952
50,1.4174741629268055,0.015446045768719415,0.0033641966241419376
50,1.484968262254465,0.01248144857128065,0.0025000316485365645
50,1.5556761439304723,0.009747770862135458,0.0019257268265019682
50,1.6297508346206444,0.008411235633741701,0.0016805784263217594
50,1.7073526474706913,0.007608682752868482,0.0019306913585184205
50,1.7886495290574351,0.006637956938320516,0.0013411856401751483
50,1.873817422860385,0.00561792801284434,0.0010589408219128143
50,1.9630406500402715,0.005499728022741692,0.0018504595080198526
50,2.0565123083486516,0.004270814999785384,0.0006454601750990222
50,2.1544346900318843,0.004053643057456362,0.0008421850265696768
50,2.25701971963392,0.003471020725256467,0.0005920008955014798
50,2.3644894126454084,0.0030498252945844197,0.0004674597704614628
50,2.4770763559917115,0.0030615324683177917,0.0009710522695016603
50,2.5950242113997373,0.002637679617281524,0.0003466099343283731
50,2.7185882427329413,0.0023866351127596985,0.00031837242038337555
50,2.848035868435802,0.0021085608221006486,0.0002872481418491684
50,2.9836472402833403,0.001995626376164138,0.0002641923191913732
50,3.1257158496882367,0.00178481619778078,0.00021252712764158587
50,3.27454916287773,0.0016606069559730418,0.00018847548398068662
50,3.4304692863149193,0.0015341902326028542,0.00018623394128110696
50,3.5938136638046276,0.001407806013473386,0.00019513454564987247
50,3.764935806792469,0.001265857276696306,0.00012514290804822468
50,3.944206059437656,0.0012114493791150788,0.0001455813688404574
50,4.132012400115339,0.001097585901749693,0.00010947854775895366
50,4.328761281083059,0.0010374853592666341,0.00013425696535607063
50,4.5348785081285845,0.0009513166266305279,9.004775517745592e-05
50,4.750810162102798,0.0008768305820533132,8.604812776544785e-05
50,4.977023564332112,0.0008193788314234402,7.239094621883986e-05
50,5.214008287999687,0.0007598556132009357,5.739344637065336e-05
50,5.462277217684343,0.0007202842665954566,7.420254920504951e-05
50,5.72236765935022,0.0006678840398620186,4.954513493167488e-05
50,5.994842503189412,0.000630576622997886,5.902196083839518e-05
50,6.280291441834256,0.0005868653229950396,4.3429788660186664e-05
50,6.5793322465756825,0.000546096034481217,3.55414568194387e-05
50,6.892612104349698,0.0005117043675964908,3.2871422639087794e-05
50,7.220809018385467,0.0004885846799258335,3.534872727145032e-05
50,7.56463327554629,0.0004614919756322063,3.185847524758309e-05
50,7.924828983539178,0.0004303435626927411,2.8367875652236384e-05
50,8.302175681319747,0.0003978266411957525,2.3062184480558414e-05
50,8.697490026177835,0.0003788859386106045,2.068507475592037e-05
50,9.111627561154895,0.0003526795779698997,1.5030782720655754e-05
50,9.545484566618342,0.0003342374989761339,1.9556315251486547e-05
50,10.0,0.0003189437098071499,1.97016676020272e-05
